microtrait_hmm-name
glf
glk
glnA
glnH
glnP
glnQ
glpE
glpF
glpP
glpQ
glpS
glpT
glpV
glsA
gltA
gltB
gltD
gltI
gltJ
gltK
gltL
gltP
gltS1
gltS2
gluA
gluB
gluC
glucP
gluD
gluP
glvEIIB
glvEIIC
glyA
glycA
gnl
gntP
gntT
gntU
gpd
gpmA
gpmB
gpmI
gpr
graA
groEL
groES
grpE
gsiA
gsiB
gsiC
gsiD
gtsA
gtsB
gtsC
gudB
gutA
gutEIIA
gutEIIB
gutEIIC
h3cl
h6pd
hadh
hao
hasA
hasR
hbd
hcaT
hdeA
hdeB
hdh
hdrA1
hdrA2
hdrB1
hdrB2
hdrC1
hdrC2
hdrD
hdrE
hflB
hgdD
hhoB
hicdh
hisJ
hisM
hisP
hisQ
hk
hmd
hmeC
hmeD
hndA
hndB
hndC
hndD
hofD
hoxE
hoxF_1
hoxF_2
hoxH
hoxU_1
hoxU_2
hoxY
hpd
hppA
hpr
hprA
hps-phi
hpt
hpxW
hrcA
hrtA
hrtB
hscA
hscC
hslU
hslV
hupU
hupV
hutM
hutT
hxlA
hxlB
hxt
hyaA
hyaB
hyaC
hyaD
hycI
hydA_1
hydA_2
hydA_3
hydA_4
hydB_3
hydB_4
hydB_2
hydB_1
hydD
hydG
hydt
hyfE
hys
hzsA
hzsB
hzsC
iaaA
iadA
iatA1
iatA2
iatP1
iatP2
ibpA
ibpA1
ibpA2
ibpB
icd
icsP
idh3
idnT
iga_hap
iga_zmpA
impA
inoE
inoF
inoG
inoK
iolF
iorA
iorB
isopadh
isp
jgt
ylbL
aprE2
katE
katG
kdgM
kdgT
kdpgA
kgtP
kpsE
kpsM
kpsT
kup
lacE
lacEIIA
lacEIIB
lacEIIC
lacF
lacG
lacK
lacS
lacY
lamB
lasA
lctB
lctP1
lctP2
ldcA
ldh
lef
lepB
leuE
levD
levE
levF
levG
lhpM
lhpN
lhpO
livF
livG
livH
livK
livM
lldE
lldF
lldG
loiP
lolC_E
lolD
lon
lonB
lonH
lplA
lplB
lplC
lplT
lpseA
lpseP
lptA
lptB
lptC
lptD
lptE
lptF
lptG
lspA
lysE
lysP
lysX1
lysX2
lysY
lytE
lytF
lytH
macA
macB
maeN
malE
malEIIB
malEIIC
malF
malG
malglcEIIB
malglcEIIC
malK
malQ
malY
manA
manEIIA
manEIIB
manEIIC
manEIID
map
marC
mauA
mauB
mazE
mazF
mbhJ
mbhK
mbhL
mccA
mccB
mcl
mcmA1
mcmA2
mcr
mcr2
mcrA
mcrB
mcrC
mcrD
mcrG
mct
mdcF
mddA
mdh
mdh1
mdh2
mdo
mdtB
mdtC
mdtD
mdtF
mdtO
mdtP
medh
meh
melB
mepA
mepH
mepM
mepS
mer
merC
merE
merP
merT
metA
metB
metF
metI
metN
metQ
metX
metZ
mexA
mexB
mexD
mexF
mexI
mexK
mexN
mexY
mfch
mfnA
mfnB
mfnC
mfnD
mfnE
mfnF
mfs.cp
mfs.set
mgdA
mgdB
mgdC
mgdD
mglA
mglB
mglC
mgsA
mgsB
mgsC
mgtE
mhpT
mlaA
mlaB
mlaC
mlaD
mlaE
mlaF
mleP
mmoB
mmoC
mmoD
mmoX
mmoY
mmoZ
mmpL10
mmpL11
mmr
mmtsA
mmtsB
mmuP
mnA
mngEIIA
mngEIIB
mngEIIC
mnhA
mnhB
mnhC
mnhD
mnhE
mnhF
mnhG
mnP
mnS
mntA1
mntA2
mntB1
mntB2
mntC1
mntC2
mntH
mntP
modA
modB
modC
modF
motA
motB
mox
mpl
mqo
msbA
mscL
mscS
msmA
msmB
msmE1
msmE2
msmF1
msmF2
msmG1
msmG2
msmX
msr
mtaA
mtaB
mtaC
mtbA
mtbB
mtbC
mtd
mtdA
mtdB
mtdch
mtfA
mthK
mtkA
mtkB
mtlE
mtlEIIA
mtlEIIB
mtlEIIC
mtlF
mtlG
mtmB
mtmC
mtr
mtrA
mtrA_tc
mtrB
mtrB_tc
mtrC
mtrD
mtrE
mtrF
mtsA
mtsB
mtsC
mttB
mttC
murEIIB
murEIIC
mut
mvhA
mvhD
mvhG
mxaA
mxaC
mxaD
mxaF
mxaG
mxaI
mxaJ
mxaK
mxaL
mxaR
nagEIIA
nagEIIB
nagEIIC
napA
napB
narB
narG
narH
narI_dsrM
narJ
nasA
nasB
natA
natA1
natB
natB1
natC
natD1
natE
ndhA
ndhB
ndhC
ndhD
ndhE
ndhF
ndhG
ndhH
ndhI
ndhJ
ndhK
ndhL
ndhM
ndhN
nepI
ngcE
ngcF
ngcG
nhaA
nhaB
nhaC
niaX
nifD
nifH
nifK
nifW
nifX
nifZ
nikA
nikB
nikC
nikD
nikE
nirA
nirB
nirC
nirD
nirK
nirS
nisA
nisE
nisF
nisG
nisP
nixA
nodI
nodJ
norB
norC
norV
norW
nosF
nosY
nosZ
nprB
nqrA
nqrB
nqrC
nqrD
nqrE
nqrF
nreB
nreC
nrfA
nrfH
nrnA
nrsA
nrsR
nrsS
nrtA
nrtB
nrtC
nrtD
nsrR
ntrEIIA
nukE
nukF
nukG
nuoA
nuoB
nuoBCD
nuoC
nuoCD
nuoD
nuoE
nuoF
nuoG
nuoH
nuoI
nuoJ
nuoK
nuoL
nuoLM
nuoM
nuoN
nupC
nupG
nupX
oadA
oadG
occM
occP
occQ
occT
ocd
oforA
oforB
oforC
oforD
ogdh
ohrR
oleC4
oleC5
omcA
ompA
ompR
oorA
oorB
oorD
opmD
opmE
oppA1
oppB1
oppC1
oppD1
oppF1
oprB
oprC
oprD
oprN
oprO_P
opuA
opuBD
opuC
oqxB
otsA
otsB
oxlT
oxyR
paa
paaF
panF
pap
pas
patG
pbp4b
pbpG
pbuE
pbuG
pcbA
pcbB
pcbC
pcbD
pcbE
pcbF
pcbG
pcbH
pcc1
pcc2
pcc3
pcc4
pcc5
pcc6
pcc7
pccB
pccX
pckA1
pckA2
pcp
pct
pdaD
pdc
pdhA
pdhB
pdhC
pdhD
pduW
peb1A
peb1B
peb1C
pecA
pecB
pecC
pecE
pecF
pepA_M17
pepA_M42
pepB
pepck
pepD_M20
pepD_S1
pepDA
pepE
pepF
pepN
pepO
pepP
pepQ
pepT
pepX
perR
petA
petB
petB_1
petB_2
petC
petD
petD_1
petE
petF
petG
petH
petJ
petL
petM
petN
pfk
pfkA
pfkB
pfkC
pflA
pflD
pfp
pfpI
pgd
pgi
pgi_arch
pgi-pmi
pgi-tal
pgk
pgl_1
pgl_2
pglK
pgm
pgm2
pgtE
phaA
phaC
phaD
phaE
phaF
phaG
phaZ
phaZ2
phbB
phbC
pheP
phnC
phnD
phnE
phnS
phnT
phnU
phnV
PHO84
phoA
phoD
phoE
phoN
phoP
phoQ
phoX
phsA
phsB
phsC
phy
pilD
pip
pipA
pit
pma
pmm-pgm
pmoA-amoA
pmoB-amoB
pmoC-amoC
pnp
pnuC
por
porA
porB
porB1
porD
porG
potE
poxB
ppa
ppaC
ppaX
ppc
ppdK
ppgK
ppk
ppk2
pps
pqqL
prc
preP
prk
prlC
proA
proB
proC
proP
proV
proW
proX
proY
prrA
prrB
prs
prsW
prtC_U32
psaA
psaB
psaC
psaD
psaE
psaF
psaI
psaJ
psaK
psaL
psaM
psaX
psb27
psb28
psb28-2
psbA
psbB
psbC
psbD
psbE
psbF
psbH
psbI
psbJ
psbK
psbL
psbM
psbN
psbO
psbP
psbT
psbU
psbV
psbX
psbY
psbZ
pscA
pscB
pscC
pscD
pslA
pslB
pslD
pslE
pslF
pslG
pslH
pslI
pslJ
pslK
pslL
pelA
pelB
pelC
pelD
pelE
pelF
pelG
psmA
psmB
psp
pspA
pspB
pspC
pspD
pspE
pspF
pstA
pstB
pstC
pstS
psuT
pta1
pta2
pta3
ptb
ptpA
ptrA
ptrB
ptsH
ptsI
ptsO
ptsP
pucA
pucB
pucJ
pufA
pufB
pufC
pufL
pufM
pufX
puhA
putB
putP
puuP
pvdE
pyc
pycA
pycB
pyk
qcrA
qcrB
qcrC
qhpA
qmoA
qmoB
qmoC
qoxA
qoxB
qoxC
qoxD
rbcL
rbcS
rbsA
rbsB
rbsC
rbsU
rcnA
regA
regB
relB
relE
resD
resE
rhaP
rhaQ
rhaS
rhaT1
rhaT2
rhtA
rhtB
rhtC
ribP
ribS
ripA
ripB
rnfA
rnfB
rnfC
rnfD
rnfE
rnfG
rnr
rocD
rocE
rocF
rpcG
rpe
rpiA
rpiB
rpoD
rpoDsigma
rpoE
rpoE1
rpoE2
rpoEsigma
rpoH
rpoHsigma
rpoN
rpoNsigma
rpoS
rseA
rseB
rseP
rutG
sam
sapA
sapB
sapC
sapD
sapF
sat
satP
sbp
scaA
scaB
scaC
scpA
scpC
scrEIIA
scrEIIB
scrEIIC
scrK
scrY
sdaC
sdhA
sdhB
sdhC
sdhD
sdhD_arch1
sdhD_arch2
sdo
serA
serB
serC
sfnG
sgcX
sipW
sir
sitA
sitB
sitC
sitD
smeB
smeC
smtA
smtB
sodA
soeA
soeB
soeC
sohB
sor
sorA
sorB
sorEIIA
sorEIIB
sorEIIC
sorEIID
sotB
soxA
soxB
soxC
soxD
soxR
soxS
soxX
soxY
soxZ
speA
speF
spoIIGA
sppA
sprE
sqr
sreA
sreB
sreC
ssadh
sseA
ssgdh
sspA
sstT
ssuA
ssuB
ssuC
ssuD
ssuE
steA
steB
sucC
sucD
sugA
sugP
sugP1
sugP2
sugS1
sugS2
suox
syrD
tadC
tagG
tagH
tal
tauA
tauB
tauC
tauD
tc_2.A.76.1.6
tc.aat
tc.agcs
tc.apa
tc.bat2
tc.citmhs
tc.cnt
tc.dass
TC.DME
tc.fev
TC.GNTP
tc.gph
TC.HAE1
tc.livcs
tc.ncs1
tc.ncs2
tc.nss
tc.pot
tc.sss
tc.sulp
tc2.A.86.1.7
tctA
tctB
tctC
tcyA
tcyB
tcyC
tcyJ
tcyK
tcyL
tcyM
tcyN
tdcC
tdcD
tehA
tet
tet35
tfrA
tfrB
thiB
thiP
thiQ
thiT
thrH
thuE
thuF
thuG
tkt
tmm
tmoC
tmoF
tmtrA
tmtrB
tmtrC
tmtrD
tmtrE
tmtrF
tmtrG
tmtrH
tnaB
togA
togB
togM
togN
togT
tolQ
tolR
torA
torC
torD
torY
torZ
tpdA
tpi
tpr
tps
treEIIA
treEIIB
treEIIC
treS1
treS2
treT
treU
treV
trf2_3
tri
triC
trkA
trkH
troA
troB
troC
troD
trpA
trpP
trpS
tsdA
tsx
ttdT
ttrA
ttrB_dsrO
ttrC
tuaB
tupA
tupB
tupC
tutB
tyrP
ugpA
ugpB
ugpC
ugpE
uhpC
uidB
uidC
ulaEIIA
ulaEIIB
ulaEIIC
uraA
ureA
ureAB
ureB
ureC
urtA
urtB
urtC
urtD
urtE
utp
uxaA
uxaB
uxaC
uxuA
uxuB
vanX
vanXY
vanY
vb1xA
vb1xP
vb1xS
vexA
vexB
vexC
vexD
vexE
tviA
tviB
tviC
tviD
tviE
vexF
vhtA
vhtC
vhtG
vnfD
vnfG
vnfH
vnfK
vpr
vpsM
vpsN
wprA
wtpA
wtpB
wtpC
wza
wzxC
wcaB
wcaC
wcaD
wcaE
wcaF
wcaI
wcaJ
wcaK
wcaL
wcaM
xanP
xanQ
xapB
xdhD
xltA
xltB
xltC
xoxF
xpk
xylE
xylF
xylG
xylH
yadG
yadH
yahN
ybaL
ybiS
ycbB
ycfS
ydgD
ydiF
ydjE
yegD
ygfK
ygfM
yhdR
yiaM
yiaN
yiaO
yiaY
yjbB
yjeH
ykfC
ykkC
ykkD
ylnA
ynfE
ynfF
ynfM
ynhG
yojI
yopJ
yopT
ypdF
yqgE
yqgT
yrbG
ytrB
ytrC_D
ytrE
ytrF
yuiF
ywaD
yxjA
yydH
yydI
yydJ
zipB
zmA
zmP
zmp1
zmpA
zmpB_M26
zmpB_M4
zmS
zntB
znuA
znuB
znuC
gpgP
ggs
mggA
mggS
mngA
mngB
mgs
purF
glmS
E3.4.11.14
E3.4.11.-
E3.4.13.-
E3.4.16.4
E3.4.21.59
ompT
lexA
E3.4.21.96
speB
pepC
E3.4.23.42
colA
lasB
nprE
aur
prtC_M10
ide
snpA
pac
yhaA
dapE
cbh
hipO
guaA
asnB
allC
blaR1
comC
gspO
mecR1
ppdA
ppdB
ppdC
ppdD
thiJ
umuD
tldD
pmbA
htpX
hflC
hflK
PIGM
hchA
dapL
E3.4.21.100
E3.4.21.101
boNT
tasA
spoIVB
spoIVFB
yfhM
amzA
K07010
srtA
agrB
E3.4.24.21
sspB2
lytM
eco
pla
cloSI
rgpA_B
srtB
npr
hap
gelE
tetX
E3.4.21.66
K08677
puuD
ina
iap
tcpJ
trbI
comA
abgA
abgB
cphB
cvaB
nlpC
sspB
amhX
mycP
rzpD
AL1
ARD1
elaD
inhA
sprA
sprB
sprC
sprD
tabP
kgp
npr
pstI
scmP
lhpP
E3.5.1.129
sspC
iseA
nleC
yxeI
artA
mftE
ubiU
ubiV
rlhA
pioA
pioB
pioC
foxE
foxY
foxZ
cyc2
