"","genome2guild$guild","mat_trait$`mat_ori$id`","size","grassAmbDry1","grassAmbWet1","grassAmbDry2","grassAmbWet2","Average","grassRedDry1","grassRedWet1","grassRedDry2","grassRedWet2","Average.1","shrubAmbDry1","shrubAmbWet1","shrubAmbDry2","shrubAmbWet2","Average.2","shrubRedDry1","shrubRedWet1","shrubRedDry2","shrubRedWet2","Average.3"
"75","12","grassAmbWet1_bin.26.orig",4177423,1.277765,3.545757,1.742153,1.538121,2.025949,0.207885,0.059268,0.088315,0.515006,0.2176185,0.66382,0.79313,0.818056,1.006394,0.82035,1.487708,1.566407,0.66905,0.967637,1.1727005
"76","2","grassAmbWet1_bin.27.orig",3286299,0.438557,3.372341,1.864555,1.543627,1.80477,0.10732,0.6715565,1.033984,1.9099525,0.93070325,0.671673,1.730919,0.990006,1.111034,1.125908,1.145323,0.590084,0.991039,1.246405,0.99321275
"77","27","grassAmbWet1_bin.28.orig",1524749,0.060221,1.454191,0.193942,0.062129,0.44262075,1.101464,1.122874,1.026726,0.339532,0.897649,0.283567,0.174327,0.095887,0.00159,0.13884275,1.078628,4.666446,2.202542,0.549942,2.1243895
"78","7","grassAmbWet1_bin.29.orig",2862502,12.404935,4.995094,4.148652,1.863179,5.852965,1.522211,0.500648,0.826337,1.251582,1.0251945,1.388724,0.874827,1.205477,1.056837,1.13146625,1.180561,1.175567,1.119912,1.335127,1.20279175
"79","8","grassAmbWet1_bin.3.orig",3768633,0.37906,4.901993,1.321279,1.079557,1.92047225,0,0.026015,0.026439,0.098157,0.03765275,0.068866,1.03177,0.261109,0.382623,0.436092,0.10166,0.030613,0.233871,0.267637,0.15844525
"80","15","grassAmbWet1_bin.30.orig",2898672,0.141592,1.624136,1.660605,2.555436,1.49544225,0,0.044338,0.443477,1.464253,0.488017,0.09342,0.286852,1.524261,0.51328,0.60445325,0.538833,0.462142,6.262215,3.392404,2.6638985
"81","31","grassAmbWet1_bin.31.strict",831654,0.342233,16.656114,10.803312,7.8592895,8.915237125,0,0.011431,0.303666,1.710154,0.50631275,0,1.78691,0.983158,1.995938,1.1915015,0.138151,0.248379,5.653023,11.27028,4.32745825
"82","2","grassAmbWet1_bin.32.strict",2983779,0.7100425,7.142481,1.702477,1.179381,2.683595375,0.755046,3.826156,2.303773,1.331533,2.054127,0.723188,2.511724,0.672859,0.447889,1.088915,1.142951,0.757944,1.240679,1.098633,1.06005175
"83","18","grassAmbWet1_bin.33.orig",4333769,0.489985,2.698756,2.268101,1.513135,1.74249425,0.363185,2.2392845,2.982413,2.659855,2.061184375,1.0856185,1.241663,2.074547,1.527978,1.482451625,1.394099,1.0166685,1.8657615,1.655268,1.48294925
"84","7","grassAmbWet1_bin.34.orig",2350728,31.306676,14.030919,2.395731,0.85646,12.1474465,11.800087,4.51508,1.635904,0.90893,4.71500025,1.013288,1.316924,0.727981,0.695494,0.93842175,2.951895,6.187153,0.977118,1.245144,2.8403275
"85","14","grassAmbWet1_bin.35.orig",4768503,1.089865,5.271039,2.922117,0.8326,2.52890525,0.091453,0.204097,0.168841,0.405132,0.21738075,3.464213,4.654301,0.945737,0.44957,2.37845525,4.062362,1.75611,1.233995,1.323236,2.09392575
"86","13","grassAmbWet1_bin.36.orig",3370926,0.960768,4.260473,4.24824,2.744452,3.05348325,0.063294,0.304861,0.381711,1.086064,0.4589825,1.84448,2.403121,2.082356,1.903874,2.05845775,0.909024,1.127154,1.7046365,3.871416,1.903057625
"87","32","grassAmbWet1_bin.37.orig",2738421,0.879254,6.067548,3.818734,2.744896,3.377608,1.356762,4.660866,4.860922,4.584381,3.86573275,0.951164,0.521073,0.871967,0.849124,0.798332,0.995704,0.802971,2.254972,1.485117,1.384691
"88","25","grassAmbWet1_bin.38.orig",1640501,1.0029385,3.7786885,1.1800555,0.907281,1.717240875,3.688159,11.4731885,9.1955875,2.165009,6.630486,0.2875155,1.3203805,0.7533095,1.600678,0.990470875,0.75055,0.70654,0.989757,0.7115275,0.789593625
"89","19","grassAmbWet1_bin.39.orig",2673533,2.3266995,3.50785,13.832937,19.169458,9.709236125,0.118554,0.169578,0.265553,1.23916,0.44821125,6.2422,2.904361,3.910814,4.650663,4.4270095,2.974886,2.259995,1.676465,3.08535,2.499174
"90","15","grassAmbWet1_bin.4.orig",2848871,0.088629,2.176485,0.575607,0.377346,0.80451675,0,0,0.135988,0.397299,0.13332175,0,0,0.065926,0,0.0164815,0,0,0.464118,0,0.1160295
"91","4","grassAmbWet1_bin.41.strict",2122906,0.884035,1.879227,0.383839,0.03447,0.79539275,29.117381,6.939194,1.83451,0.198648,9.52243325,0.035503,0,0,0,0.00887575,0,0,0,0,0
"92","10","grassAmbWet1_bin.42.strict",1905426,1.9861695,1.70297,0.7885985,0.02271,1.125112,1.014749,0.504389,0.209414,0.036246,0.4411995,0.022239,0,0.0652025,0.045142,0.033145875,0.034613,0.011843,0.022472,0.027365,0.02407325
"93","1","grassAmbWet1_bin.43.orig",3715617,1.049424,13.002866,3.935288,3.804123,5.44792525,0.249431,2.48874,2.629667,2.753054,2.030223,0.855123,3.250288,1.083831,2.249828,1.8597675,0.762819,0.808567,2.05447,2.965718,1.6478935
"94","33","grassAmbWet1_bin.44.orig",2387676,0.557596,4.842735,6.727368,5.44895,4.39416225,0.151219,0.501731,0.705706,0.799857,0.53962825,0.845014,3.852757,2.167146,2.101665,2.2416455,1.610538,0.765919,1.723719,2.011427,1.52790075
"95","28","grassAmbWet1_bin.45.orig",4751227,0.090741,4.369053,0.517129,1.0411515,1.504518625,0.11338,1.327495,4.185335,5.617998,2.811052,0.301156,0.511536,0.518835,1.108348,0.60996875,0.451572,0.319895,1.553852,1.63598,0.99032475
"96","11","grassAmbWet1_bin.46.orig",2068578,21.549998,12.538482,6.604089,2.098287,10.697714,3.4237,2.13072,1.940015,2.001314,2.37393725,1.151854,0.842456,0.8989,0.677638,0.892712,1.145416,6.020744,1.619861,1.330364,2.52909625
"97","25","grassAmbWet1_bin.47.orig",2114855,0.818247,3.083784,4.391955,7.568973,3.96573975,0.036789,0.138382,0.204078,0.479125,0.2145935,0.619132,1.020429,0.85587,1.665481,1.040228,0.243419,0.220161,0.455679,0.805093,0.431088
"98","3","grassAmbWet1_bin.48.orig",6298668,2.1517,11.794616,15.788326,5.517422,8.813016,0.901219,1.887912,9.454944,5.891449,4.533881,3.088158,3.7727,7.7624,2.28431,4.226892,2.177462,4.891001,9.948255,3.828785,5.21137575
"99","15","grassAmbWet1_bin.49.orig",3680981,0,1.306543,0.534412,0.518234,0.58979725,0.000197,0.2760135,1.309037,1.9808755,0.89153075,0.1634945,0.2576145,0.600329,0.362532,0.3459925,0.288278,0.200935,1.210135,0.6497925,0.587285125
"100","29","grassAmbWet1_bin.5.orig",3106922,0.464795,3.403987,3.141636,2.676075,2.42162325,0.129484,1.008818,2.199261,3.366354,1.67597925,2.481237,4.615847,4.028294,3.693499,3.70471925,2.788503,2.308019,3.784936,4.338291,3.30493725
"101","5","grassAmbWet1_bin.50.orig",2550222,3.461058,6.94818,1.382813,0.6842915,3.119085625,4.539288,5.272414,3.167226,1.174155,3.53827075,0.137344,0.075675,0.149513,0.166573,0.13227625,0.196195,0.525292,0.305649,0.334767,0.34047575
"102","3","grassAmbWet1_bin.51.orig",2707750,3.78433,24.313351,12.4101755,9.929984,12.60946013,0.514412,2.499915,2.8289535,4.515132,2.589603125,3.491475,7.315754,4.555186,4.800709,5.040781,2.216893,2.977717,3.973165,4.406257,3.393508
"103","32","grassAmbWet1_bin.52.orig",2189640,10.735263,4.39587,1.11254,0.474639,4.179578,2.060124,1.400682,2.274645,0.8813815,1.654208125,0.416766,0.191116,0.381227,0.3835055,0.343153625,0.580689,0.387765,0.342362,0.335831,0.41166175
"104","8","grassAmbWet1_bin.53.orig",2647447,0,0.772753,0.269788,0.298923,0.335366,0,0.513444,0.60392,0.690074,0.4518595,0,0.080068,0.120874,0.165635,0.09164425,0.149233,0,0.43552,0.524336,0.27727225
"105","34","grassAmbWet1_bin.54.orig",2093767,0.039094,1.367969,0.044523,0.110328,0.3904785,3.573114,1.68253,0.270964,0.069946,1.3991385,0.496037,0.236553,0.056251,0.038262,0.20677575,0,0.096121,0.172123,0.042415,0.07766475
"106","8","grassAmbWet1_bin.55.strict",4348602,0.667795,2.372428,2.161017,12.468005,4.41731125,0,0.034164,0.035005,0.578764,0.16198325,0.155557,0.303047,0.441421,2.506792,0.85170425,0.133165,0,0.297007,1.26108,0.422813
"107","28","grassAmbWet1_bin.6.permissive",2507845,0.014468,1.894206,0.740605,0.225689,0.718742,0.057386,0.782139,0.580451,0.219543,0.40987975,0,0.197179,0.008043,0.090978,0.07405,0.12792,0.150186,0.241505,0.532819,0.2631075
"108","8","grassAmbWet1_bin.7.strict",3938224,0.0980065,4.771195,0.642703,0.688863,1.550191875,0.444009,0.924199,1.290829,0.449897,0.7772335,0.011739,0.048494,0.077812,0.062332,0.05009425,0.114828,0.101283,1.573865,0.3257,0.528919
"109","2","grassAmbWet1_bin.8.orig",3243733,0.567451,3.836111,1.567041,1.95921,1.98245325,0.344327,3.168263,2.177801,1.498669,1.797265,1.493642,1.972359,2.483178,2.476987,2.1065415,1.22953,0.796799,1.684456,2.148673,1.4648645
"110","5","grassAmbWet1_bin.9.orig",3340784,0.846083,2.934013,0.912572,0.484991,1.29441475,6.057484,5.121695,2.554378,0.97662,3.67754425,0.395186,0.213374,0.390033,0.4519805,0.362643375,0.568617,0.322012,0.345449,0.31557,0.387912
"111","7","grassAmbWet2_bin.1.orig",1678726,0.482837,0.488786,1.665821,21.515495,6.03823475,0.064805,0.119417,0.22686,5.305175,1.42906425,5.112528,2.371688,3.486949,4.074958,3.76153075,2.520277,1.884577,1.293791,5.331257,2.7574755
"112","8","grassAmbWet2_bin.10.orig",3758421,0.00249,0.012206,0.64233,15.17708,3.9585265,0,0.007132,0.010625,0.098344,0.02902525,0.036056,0.027716,0.01679,0.421662,0.125556,0.016402,0.002387,0.014762,0.31518,0.08718275
"113","8","grassAmbWet2_bin.11.orig",2876533,0,0.094466,0.420653,1.860289,0.593852,0,0,0,0,0,0.419678,0.758236,0.911692,0.796631,0.72155925,0.172146,0.08323,0.527644,0.888415,0.41785875
"114","29","grassAmbWet2_bin.12.orig",3210905,0.363632,1.749205,2.602871,3.191141,1.97671225,0.098637,0.931645,2.524664,4.386784,1.9854325,1.493121,2.384083,2.8101935,2.7208565,2.3520635,1.779652,1.201939,2.797213,3.11621,2.2237535
"115","20","grassAmbWet2_bin.13.orig",3047600,0.2669395,1.104786,1.21514,3.954832,1.635424375,0,0.046289,0.090157,0.32391,0.115089,3.685701,5.036026,3.249475,5.139451,4.27766325,1.219232,1.188846,2.343168,4.696814,2.362015
"117","15","grassAmbWet2_bin.15.strict",5288539,0.002022,0.003665,0.003955,4.987144,1.2491965,0.000949,0.00807,0.002905,0.016816,0.007185,0.013695,0.011034,0.006879,0.088198,0.0299515,0.006474,0.001702,0.005129,0.009392,0.00567425
"118","15","grassAmbWet2_bin.16.strict",5056646,0.908478,5.125151,3.972336,3.281098,3.32176575,0.106372,1.171268,1.389507,1.733793,1.100235,0.676608,2.288605,1.0315475,1.779422,1.444045625,0.614139,0.683881,2.083764,2.472,1.463446
"119","8","grassAmbWet2_bin.17.orig",4574869,0.044135,0.133854,0.087827,4.627948,1.223441,0.007407,0.070442,0.05034,0.060107,0.047074,0.015216,0.134875,0.040929,2.266459,0.61436975,0.123944,0.003232,0.057385,0.603759,0.19708
"120","13","grassAmbWet2_bin.18.orig",2952736,0.806098,3.050752,3.685102,3.305632,2.711896,0.059313,0.267679,0.32108,1.026938,0.4187525,1.54566,2.105121,1.891457,1.658946,1.800296,0.843504,0.974958,1.471529,3.315826,1.65145425
"121","21","grassAmbWet2_bin.20.orig",7975310,0.131817,0.163211,0.960215,6.041526,1.82419225,0.016177,0.034294,0.044943,1.161927,0.31433525,0.515926,0.53075,0.671613,3.373285,1.2728935,0.641708,0.176011,0.352662,0.482511,0.413223
"122","7","grassAmbWet2_bin.21.orig",3351086,18.447909,13.666407,24.106427,16.330135,18.1377195,0.780008,0.601015,0.970142,6.731025,2.2705475,3.887341,2.068156,3.24819,3.2144985,3.104546375,2.79298,4.930685,7.675286,9.085141,6.121023
"123","15","grassAmbWet2_bin.22.orig",2371520,0,0.152296,0.151662,2.665067,0.74225625,0,0,0,0.304933,0.07623325,0,0.109734,0.06301,0.162612,0.083839,0.0347125,0,0.064725,0.619258,0.179673875
"124","15","grassAmbWet2_bin.23.strict",2092619,0.064859,0.072455,1.322468,2.6304,1.0225455,0,0.168277,4.029544,1.5084,1.42655525,0,0.093781,0.198602,0.222767,0.1287875,0,0,1.305544,0.452335,0.43946975
"125","8","grassAmbWet2_bin.24.orig",5033171,0.065533,0.032996,0.203686,5.982207,1.5711055,0.026429,0.20479,0.132222,0.892987,0.314107,0.229167,1.376849,0.110724,1.454616,0.792839,0.042803,0.039237,1.334677,0.166828,0.39588625
"126","31","grassAmbWet2_bin.25.orig",844678,0.00742,0.017255,0.02685,4.015881,1.0168515,0,0,0,0.024702,0.0061755,0.050107,0.134909,0.071746,0.304218,0.140245,0.042166,0.019946,0.027716,0.084064,0.043473
"127","35","grassAmbWet2_bin.26.orig",2138687,0.390141,0.549548,1.318753,4.911,1.7923605,0.258833,1.870155,2.8571,16.739336,5.431356,0.267243,0.339979,0.799417,1.158321,0.64124,2.296751,0.32277,1.598352,2.158278,1.59403775
"128","15","grassAmbWet2_bin.27.strict",2219619,0,0.140835,0.275059,1.048304,0.3660495,0.057334,0.589321,1.270434,1.271916,0.79725125,0,0.045667,0.059322,0.088332,0.04833025,0.132119,0,0.462882,0.655578,0.31264475
"129","8","grassAmbWet2_bin.29.orig",4280101,0.598494,1.749077,2.309195,15.338569,4.99883375,0,0.047259,0.037835,0.672582,0.189419,0.1291865,0.249538,0.385101,2.630518,0.848585875,0.154559,0,0.235669,1.4073865,0.449403625
"130","8","grassAmbWet2_bin.3.strict",5292958,0.139289,0.752055,1.525584,6.073641,2.12264225,0,0.002969,0.004795,0.080966,0.0221825,0.071621,0.057781,0.193036,0.617452,0.2349725,0.054845,0.008537,0.058248,0.073532,0.0487905
"131","22","grassAmbWet2_bin.31.orig",2972789,0.163491,0.72149,3.171367,11.572512,3.907215,0.019501,0.107362,0.236818,2.332245,0.6739815,1.029198,1.437941,1.826105,1.886001,1.54481125,4.011008,1.265556,2.689168,2.881243,2.71174375
"132","15","grassAmbWet2_bin.32.orig",3843076,0.041436,0.691614,1.886307,5.820413,2.1099425,0.002977,0.021715,0.085797,0.269584,0.09501825,0.149971,0.81935,1.349784,1.137985,0.8642725,0.209689,0.119398,1.308364,1.415834,0.76332125
"133","28","grassAmbWet2_bin.33.orig",3997345,0.142203,0.037893,0.082252,4.483572,1.18648,0,0.006948,0.012918,0.103754,0.030905,0.056472,0.031609,0.075787,0.258386,0.1055635,0.126079,0,0.054212,0.06866,0.06223775
"134","25","grassAmbWet2_bin.34.orig",2368845,0.546436,0.708132,1.942871,4.541482,1.93473025,0.046711,0.495504,1.52119,5.300863,1.841067,0.720966,0.735556,1.317544,3.227248,1.5003285,1.347209,0.424334,1.158053,3.260162,1.5474395
"135","1","grassAmbWet2_bin.35.strict",5796847,0.0918405,1.033357,0.916259,8.226471,2.566981875,0.02013,0.492254,1.016657,2.119653,0.9121735,0.39023,1.51829,0.698776,3.119859,1.43178875,0.650388,0.244156,1.340339,2.862542,1.27435625
"136","20","grassAmbWet2_bin.36.orig",2622090,0.523468,1.815374,2.5175845,4.169561,2.256496875,0.644669,1.476482,3.098796,4.086113,2.326515,0.240904,0.9277905,2.0344315,1.781004,1.2460325,0.647773,0.660765,4.941014,3.49683,2.4365955
"137","21","grassAmbWet2_bin.37.orig",5441303,0.052005,0.12895,1.269908,6.568282,2.00478625,0.00222,0.011277,0.052716,0.733977,0.2000475,0.199547,0.287574,0.611215,0.73327,0.4579015,0.316499,0.110309,0.365762,0.844275,0.40921125
"138","25","grassAmbWet2_bin.39.orig",2158994,0.719579,1.929083,3.950902,8.104485,3.67601225,0.018138,0.113135,0.234707,0.452378,0.2045895,0.570949,0.938437,0.78116,1.514171,0.95117925,0.350394,0.182285,0.393095,0.700535,0.40657725
"139","21","grassAmbWet2_bin.4.orig",5132567,0,0,0,3.529379,0.88234475,0,0,0,0.059676,0.014919,0,0,0,0.066346,0.0165865,0,0,0.010384,0.026769,0.00928825
"140","15","grassAmbWet2_bin.40.orig",3324554,0,0,0.031282,3.096555,0.78195925,0,0,0,0,0,0.596886,0.357747,0.433482,1.456586,0.71117525,0.040925,0,0.149631,0.030501,0.05526425
"141","3","grassAmbWet2_bin.41.orig",3097452,0.969362,4.821088,4.0033265,4.272338,3.516528625,1.21718,3.744469,3.713334,5.280046,3.48875725,0.496794,0.795488,0.627726,1.021136,0.735286,0.643347,1.501449,1.520513,2.352533,1.5044605
