"","genome2guild$guild","mat_trait$`mat_ori$id`","size","grassAmbDry1","grassAmbWet1","grassAmbDry2","grassAmbWet2","Average","grassRedDry1","grassRedWet1","grassRedDry2","grassRedWet2","Average.1","shrubAmbDry1","shrubAmbWet1","shrubAmbDry2","shrubAmbWet2","Average.2","shrubRedDry1","shrubRedWet1","shrubRedDry2","shrubRedWet2","Average.3"
"286","15","grassRedWet1_bin.29.orig",3411325,0,0,0.006417,0,0.00160425,0.629148,1.565132,1.270059,0.268389,0.933182,0,0,0,0,0,0,0,0,0,0
"287","15","grassRedWet1_bin.3.orig",2765628,0.031624,0.979402,0.552584,0.205843,0.44236325,0.075984,2.85271,0.865768,0.327427,1.03047225,0.026933,0.279249,0.030585,0.131261,0.117007,0.186999,0.183754,0.328274,0.6489,0.33698175
"288","37","grassRedWet1_bin.30.orig",3557653,0.228594,0.585846,0.051329,0.058437,0.2310515,14.866871,5.08457,1.929267,0.17164,5.513087,0.308458,0.355235,0.098875,0.060143,0.20567775,0.204725,0.470644,0.488288,0.135534,0.32479775
"289","41","grassRedWet1_bin.31.strict",3323345,0,0,0.020825,0.02487,0.01142375,0.235078,10.768361,1.242689,0.172828,3.104739,0,0,0,0.024518,0.0061295,0,0,0,0.007267,0.00181675
"290","2","grassRedWet1_bin.32.orig",3150125,0.169737,1.16525,0.2175555,0.161539,0.428520375,2.640565,3.122599,0.799805,0.22615,1.69727975,0.066836,0.177237,0.128089,0.131278,0.12586,0.106919,0.087018,0.288812,0.291853,0.1936505
"291","15","grassRedWet1_bin.33.orig",3298779,0.0507,0.418724,0.357575,0.499826,0.33170625,0.785558,13.802771,14.095869,6.806216,8.8726035,0.138572,0.295995,0.344712,0.732527,0.3779515,0.671805,0.367834,1.881941,1.216432,1.034503
"292","3","grassRedWet1_bin.34.orig",4196596,1.59553,5.134251,3.278713,1.21798,2.8066185,3.619365,24.181406,20.257972,4.59515,13.16347325,1.376445,2.175433,2.977054,1.120274,1.9123015,2.114435,3.915992,4.612936,2.508981,3.288086
"293","26","grassRedWet1_bin.35.orig",1919396,0.358256,0.826786,0.66891,0.548611,0.60064075,4.377849,7.137659,3.632246,2.291336,4.3597725,0.436515,0.195123,0.354661,0.3488,0.33377475,0.447112,0.231984,0.435521,0.419249,0.3834665
"294","18","grassRedWet1_bin.37.orig",3728304,1.572381,0.846073,0.885346,0.999094,1.0757235,0.414236,2.942122,1.461662,1.961772,1.694948,0.714955,0.833525,0.854846,1.354631,0.93948925,1.226136,0.400312,1.002775,1.108355,0.9343945
"295","24","grassRedWet1_bin.38.orig",4707033,0.362009,0.487313,0.541034,0.421342,0.4529245,1.236692,3.907083,4.211101,3.129176,3.121013,0.400044,0.209286,0.468924,0.457934,0.384047,0.505889,0.679518,0.672407,0.448534,0.576587
"296","18","grassRedWet1_bin.39.orig",3922153,0.45139,2.290159,1.198914,2.694906,1.65884225,0.539948,6.353357,3.108437,2.309688,3.0778575,1.020992,1.338369,1.709022,2.606154,1.66863425,0.942742,0.558821,1.196782,1.52843,1.05669375
"297","28","grassRedWet1_bin.4.orig",3170024,0,0.240006,0,0,0.0600015,0.375366,8.78204,0.137442,0.077251,2.34302475,0,0.095498,0,0,0.0238745,0,0.049427,0.027219,0.623557,0.17505075
"298","21","grassRedWet1_bin.40.permissive",3302597,0.27465,1.011926,0.540481,0.5771615,0.601054625,0.540199,3.3254255,1.403307,2.091198,1.840032375,0,0.11162,0.205389,0.0787095,0.098929625,0.688262,0.116664,0.690631,1.568736,0.76607325
"299","28","grassRedWet1_bin.41.strict",3338567,0,0,0.001859,0.06201,0.01596725,0.021957,4.389869,0.119888,0.082387,1.15352525,0,0.047524,0.018113,0.033987,0.024906,0,0,0.009038,0.063255,0.01807325
"300","26","grassRedWet1_bin.42.orig",2623161,1.443774,0.675228,0.767242,0.065078,0.7378305,2.146543,1.951559,0.423499,0.139918,1.16537975,0.099875,0.06086,0.108355,0.083243,0.08808325,0.134049,0.059018,0.059804,0.057425,0.077574
"301","15","grassRedWet1_bin.43.orig",2949429,0,0,0,0,0,3.681065,2.924372,0.066846,0,1.66807075,0,0,0,0,0,0,0,0,0,0
"302","8","grassRedWet1_bin.44.orig",3662207,0,0.295403,0.294473,0.168994,0.1897175,0.36995,2.529515,3.724154,1.030937,1.913639,0,0.010598,0.008792,0.015791,0.00879525,0.007548,0.002304,0.702082,0.061254,0.193297
"303","15","grassRedWet1_bin.45.orig",2184835,0.02005,0.063105,0.011396,0.028463,0.0307535,0.049388,2.8752715,0.091211,0,0.753967625,0,0.253562,0.008386,0.025862,0.0719525,0,0,0,0.005349,0.00133725
"304","33","grassRedWet1_bin.47.orig",2742949,0.032261,0.145832,0,0,0.04452325,2.294154,2.985349,0.854066,0.163278,1.57421175,0.132931,0.067727,0,0,0.0501645,0.230368,0.412327,0.204946,0.156759,0.2511
"305","32","grassRedWet1_bin.48.orig",2125612,1.2065285,0.747287,0.729063,1.1598845,0.96069075,2.54557,8.856507,2.857158,1.497359,3.9391485,1.166585,0.788525,1.113896,1.134389,1.05084875,1.078942,0.936998,0.944621,0.901902,0.96561575
"306","15","grassRedWet1_bin.49.strict",3741022,0,0.012155,0,0.033747,0.0114755,0.6002225,2.920593,0.004614,0.005078,0.882626875,0,0.14815,0,0.013032,0.0402955,0.041127,0,0,0.018428,0.01488875
"307","32","grassRedWet1_bin.5.orig",3245551,0.389463,0.679468,0.697163,0.550987,0.57927025,1.410925,5.134589,3.482325,2.530331,3.1395425,0.229498,0.25382,0.381247,0.351198,0.30394075,0.296812,0.520383,0.74319,0.564737,0.5312805
"308","2","grassRedWet1_bin.50.orig",2710186,0.653713,5.742675,1.598724,1.125244,2.280089,0.782112,4.766631,2.236092,1.294165,2.26975,0.733946,2.474829,0.631296,0.454253,1.073581,1.141912,0.798672,1.277334,1.094793,1.07817775
"309","34","grassRedWet1_bin.51.orig",3319926,0.076305,0.714857,0.083791,0.157467,0.258105,5.030017,3.591252,0.419089,0.121512,2.2904675,0.77031,0.384059,0.114993,0.119558,0.34723,0.062691,0.19454,0.26195,0.091816,0.15274925
"310","41","grassRedWet1_bin.52.orig",1651462,0.396797,0.525052,0.635585,0.119652,0.4192715,2.006618,4.838902,2.253721,1.074324,2.54339125,0.67659,0.489591,0.200406,0.101624,0.36705275,2.461395,9.618371,3.649332,1.232036,4.2402835
"311","27","grassRedWet1_bin.53.orig",3656790,0.240597,0.566054,0.384456,0.12887,0.32999425,4.388174,10.518595,2.381675,0.837779,4.53155575,0.135171,0.143374,0.137868,0.164772,0.14529625,0.151774,0.121578,0.11442,0.126338,0.1285275
"312","28","grassRedWet1_bin.54.orig",3764211,0.05675,0.638839,0.072917,0.078122,0.211657,0.391566,9.975361,0.747279,0.057172,2.7928445,0.090041,0.431285,0.049683,0.158934,0.18248575,0.026561,0.010486,0.08374,0.114248,0.05875875
"313","15","grassRedWet1_bin.55.orig",1378398,0.218303,0.017221,0,0.012946,0.0621175,1.899647,2.526426,0.712276,0.06499,1.30083475,0,0,0,0,0,0,0,0,0.093013,0.02325325
"314","10","grassRedWet1_bin.56.orig",1549050,1.167169,1.99375,2.12263,1.464193,1.6869355,0.918787,3.442764,4.604752,4.114502,3.27020125,0.890703,0.561559,0.966802,0.745501,0.79114125,1.236288,0.665139,1.721964,1.383976,1.25184175
"315","41","grassRedWet1_bin.57.orig",2243451,0.25359,0.623648,0.511928,0.544213,0.48334475,3.451311,6.125396,4.497471,2.100986,4.043791,0.433157,0.641638,0.366256,0.479614,0.48016625,0.418196,0.319895,0.410573,0.568531,0.42929875
"316","15","grassRedWet1_bin.58.permissive",1925437,0,0,0,0.042924,0.010731,1.41908,2.09474,0.159023,0,0.91821075,0,0.538466,0,0,0.1346165,0,0,0,1.6e-05,4e-06
"317","15","grassRedWet1_bin.59.orig",3073056,0,0.164354,1.012794,1.242661,0.60495225,0.0666,2.228295,5.3722,5.798824,3.36647975,0,0,0.098774,0.10127,0.050011,0.159538,0,2.548239,2.166716,1.21862325
"318","31","grassRedWet1_bin.6.orig",1493580,0,0.075523,0.056673,0.1517335,0.070982375,0.615854,2.644447,1.857825,0.168794,1.32173,0.098357,0.18602,0.1542175,0.226427,0.166255375,0.183757,0.07298,1.584782,0.202061,0.510895
"319","5","grassRedWet1_bin.7.orig",2924688,0.730496,1.506917,0.842286,0.413637,0.873334,5.569543,5.786989,2.329853,0.971966,3.66458775,0.331094,0.13994,0.311132,0.29698,0.2697865,0.370626,0.263342,0.286729,0.230355,0.287763
"320","5","grassRedWet1_bin.8.orig",2656027,3.198079,4.405461,1.28331,0.62038,2.3768075,4.591147,5.87549,3.087128,1.085626,3.65984775,0.057495,0.0165845,0.0937185,0.119849,0.07191175,0.03001,0.491677,0.259768,0.286912,0.26709175
"321","24","grassRedWet1_bin.9.orig",4251528,1.011031,1.975515,1.481521,1.228086,1.42403825,1.129961,2.960864,2.363861,3.883427,2.58452825,0.331577,0.582829,1.225288,0.573787,0.67837025,1.51681,3.268688,1.01415,0.845518,1.6612915
"322","13","grassRedWet2_bin.1.orig",2573512,0.915344,4.712587,3.698018,3.019832,3.08644525,1.410812,4.212188,4.464954,6.965701,4.26341375,0.355152,0.734215,0.478372,0.843748,0.60287175,0.652631,1.444225,1.471459,2.361555,1.4824675
"323","15","grassRedWet2_bin.10.orig",2589939,0.1822875,0.085105,0.3136975,0.4551255,0.259053875,0.142172,0.8115765,2.656609,5.0841325,2.1736225,0,0,0,0,0,1.233012,0.1310575,0.91934,0.64728,0.732672375
"324","18","grassRedWet2_bin.11.orig",3922781,0.388791,2.172935,1.1330505,2.380429,1.518801375,0.428488,4.3761675,2.794539,3.817292,2.854121625,1.0730825,1.342472,1.747071,2.607992,1.692654375,0.974268,0.574121,1.106838,1.488406,1.03590825
"325","8","grassRedWet2_bin.12.permissive",4729521,0,0.206927,0.330957,0.388367,0.23156275,0.081899,0.841181,0.763482,2.038428,0.9312475,0.072005,0.184328,0.2178,0.309053,0.1957965,0.280127,0.130731,0.602752,0.7433815,0.439247875
"326","36","grassRedWet2_bin.13.orig",3170074,0.281683,0.376498,0.37076,0.375375,0.351079,0.797648,1.916151,2.691749,3.10467,2.1275545,0.229223,0.159689,0.387105,0.226332,0.25058725,0.390485,0.645709,0.482634,0.318794,0.4594055
"327","20","grassRedWet2_bin.14.orig",3367750,0.597993,3.243834,2.859091,2.356162,2.26427,0.201289,1.951584,3.454895,5.073555,2.67033075,1.605932,2.606008,3.040233,2.91849,2.54266575,1.904285,1.420897,3.335702,3.615518,2.5691005
"328","31","grassRedWet2_bin.15.permissive",752475,0,0.009045,0.009175,0.176201,0.04860525,0,0.007063,0.018918,4.25606,1.07051025,0.018248,0.04364,0.020101,0.117443,0.049858,0.033834,0,0.028129,0.05893,0.03022325
"329","32","grassRedWet2_bin.17.orig",2205607,0.405489,1.215922,0.463951,0.308336,0.5984245,3.712239,5.168213,5.293612,3.260377,4.35861025,0.267265,0.146346,0.272787,0.270226,0.239156,0.260357,0.250209,0.361337,0.293737,0.29141
"330","29","grassRedWet2_bin.18.orig",3636574,0.262716,1.779384,2.500294,2.440923,1.74582925,0.142041,1.411047,4.651733,8.046787,3.562902,0.56635,0.857538,2.011371,1.919939,1.3387995,0.712739,0.497403,2.178731,2.290669,1.4198855
"331","31","grassRedWet2_bin.19.strict",681005,0.010666,0.168587,0.073339,6.535886,1.6971195,0,0,0.015439,5.265689,1.320282,0.066666,0.101749,0.069349,0.366701,0.15111625,0.042713,0.014054,0.02667,1.788235,0.467918
"332","8","grassRedWet2_bin.20.strict",5172578,0.044422,1.53236,0.450464,3.127186,1.288608,0.005324,0.076946,0.378399,11.927623,3.097073,0.398445,0.982156,0.775877,1.345636,0.8755285,0.142833,0.115342,0.55312,1.400994,0.55307225
"333","8","grassRedWet2_bin.21.permissive",4301537,0.4549495,1.199795,3.700303,7.393625,3.187168125,0.007576,0.927352,2.323346,9.884282,3.285639,0.09186,0.157028,0.487821,0.952597,0.4223265,0.139105,0.029668,0.252416,0.623498,0.26117175
"334","42","grassRedWet2_bin.22.orig",6363782,1.908302,0.700784,3.329073,6.010857,2.987254,0.085204,0.217143,0.38507,7.188086,1.96887575,5.451217,1.943138,5.623154,6.312815,4.832581,9.137622,3.156359,2.515666,2.606746,4.35409825
"335","9","grassRedWet2_bin.23.orig",4799376,0.65362,2.360056,3.540623,2.57031,2.28115225,0,0.114895,0.363006,2.392098,0.71749975,1.379977,1.753878,1.44857,1.592425,1.5437125,0.953727,0.862523,2.051491,1.8731,1.43521025
"336","15","grassRedWet2_bin.25.orig",3299857,0,0.292174,0.281519,0.245393,0.2047715,0.163791,0.841635,2.253851,1.946171,1.301362,0,0.002714,0.016848,0.03762,0.0142955,0,0,0.304063,0.08729,0.09783825
"337","8","grassRedWet2_bin.26.permissive",4616484,0.087148,0.149385,1.181821,1.323559,0.68547825,0,0.046814,0.517309,6.947603,1.8779315,0,0.058444,0.460237,0.462536,0.24530425,0.193779,0,0.228369,0.784204,0.301588
"338","10","grassRedWet2_bin.27.orig",2063315,33.964665,19.88105,27.504532,12.185203,23.3838625,3.543623,1.772814,6.779703,15.867947,6.99102175,4.334286,3.42063,6.54716,4.459919,4.69049875,2.652504,10.960846,13.294721,10.260428,9.29212475
"339","8","grassRedWet2_bin.28.orig",3449068,0.132514,0.77591,1.5205,2.359159,1.19702075,0.005991,0.049916,0.45246,3.458329,0.991674,0.09775,0.253866,1.397796,0.544249,0.57341525,0.487152,0.454484,6.228539,3.235969,2.601536
"340","3","grassRedWet2_bin.29.orig",2776491,0.406464,2.099043,4.291823,5.036602,2.958483,0.193838,0.87886,2.836716,13.227688,4.2842755,2.025506,2.1668475,2.0089465,2.855141,2.26411025,2.020747,1.218537,1.826401,2.538567,1.901063
"341","21","grassRedWet2_bin.3.orig",5451442,0.142519,0.977689,0.800203,0.795246,0.67891425,0,0.689213,1.399215,3.086177,1.29365125,0,0.632231,0.413457,0.654257,0.42498625,0,0,0.986746,1.242169,0.55722875
"342","13","grassRedWet2_bin.30.orig",3120706,0.217845,0.59701,0.821806,0.662772,0.57485825,2.379202,4.538554,4.427669,4.74198,4.02185125,0.454691,0.57462,0.422596,0.594128,0.51150875,0.353846,0.336555,0.546866,0.716916,0.48854575
"343","8","grassRedWet2_bin.31.strict",5366386,0.040291,1.213847,0.132282,0.499877,0.47157425,0.031112,2.56806,1.25356,6.707645,2.64009425,0.180603,0.52822,0.044147,0.268918,0.255472,0.01563,0.003903,0.050375,0.29353,0.0908595
"344","19","grassRedWet2_bin.32.orig",2051055,0.397391,0.452726,1.78174,21.455507,6.021841,0.032868,0.096793,0.204648,8.505958,2.21006675,4.807632,2.160522,3.1665165,4.2922955,3.6067415,2.353459,1.863558,1.288883,6.94423,3.1125325
"345","15","grassRedWet2_bin.33.permissive",1343591,0,0,0,0.443183,0.11079575,0,0,0.015463,4.034934,1.01259925,0,0,0,0,0,0,0,0.162441,0.121624,0.07101625
"346","3","grassRedWet2_bin.34.orig",2837745,0.256732,3.004673,5.208141,6.777839,3.81184625,0.149012,0.681138,2.800573,26.059995,7.4226795,1.112719,1.398199,1.503518,1.813112,1.456887,1.173078,0.844127,1.345679,2.365657,1.43213525
"347","15","grassRedWet2_bin.35.orig",2569915,0,0.118969,0.806398,0.762565,0.421983,0,0,0,3.3736325,0.843408125,0,0,0.186203,0.128515,0.0786795,0,0,0.268397,0.337009,0.1513515
"348","3","grassRedWet2_bin.36.orig",2767536,1.612038,19.041882,25.746442,20.352788,16.6882875,0.896919,8.018824,18.787526,39.841344,16.88615325,2.686782,8.761894,12.236563,12.050145,8.933846,3.999136,6.136835,20.65962,20.040507,12.7090245
"349","28","grassRedWet2_bin.37.strict",3020249,0,0,0,0.040182,0.0100455,0,0.138825,0.142318,3.254856,0.88399975,0,0.076896,0.07615,0.058673,0.05292975,0,0,0.033849,0.086746,0.03014875
"350","1","grassRedWet2_bin.4.orig",5021545,0.034242,0.577792,0.718959,0.688632,0.50490625,0.047207,0.443511,1.920087,4.734041,1.7862115,0.189503,0.205976,0.477327,0.342321,0.30378175,0.23668,0.190075,1.502511,0.664492,0.6484395
"351","37","grassRedWet2_bin.40.orig",3529641,0.798691,2.652832,1.785768,0.747142,1.49610825,0.11867,0.442395,0.248538,2.42274,0.80808575,2.696864,3.57351,0.890681,0.360664,1.88042975,2.998066,1.371622,0.993657,1.190897,1.6385605
"352","18","grassRedWet2_bin.5.orig",4829644,0.703952,2.998878,2.97437,4.370651,2.76196275,0.670203,2.642223,3.741121,13.943039,5.2491465,1.936793,3.214111,2.151184,3.036359,2.58461175,1.496582,1.545075,3.443762,3.796189,2.570402
"353","3","grassRedWet2_bin.6.orig",2628875,0.2720185,0.868471,1.201617,0.495255,0.709340375,2.179027,7.277114,12.790005,7.135389,7.34538375,0.250193,0.337887,0.3724045,0.488349,0.362208375,0.75538,0.831016,0.936161,1.058167,0.895181
"354","8","grassRedWet2_bin.7.strict",4861548,0.019989,0.223693,0.462316,0.761358,0.366839,0.174272,1.078956,4.662576,6.355491,3.06782375,0.020356,0.031196,0.059163,0.033302,0.03600425,0.172185,0.028347,0.999904,1.558333,0.68969225
"355","15","grassRedWet2_bin.8.orig",1998945,0,0.050534,0.062147,0.2845975,0.099319625,0,0,0,3.656925,0.91423125,0.071676,0.2407455,0.337456,1.060542,0.427604875,0.20137,0.073602,0.951781,2.001579,0.807083
"356","13","grassRedWet2_bin.9.orig",3205835,5.867725,20.075868,2.82535,3.339807,8.0271875,2.868794,8.362437,2.177193,10.95525,6.0909185,3.144509,6.412488,2.278674,3.194394,3.75751625,1.682291,2.289973,2.126163,2.872259,2.2426715
"357","9","shrubAmbDry1_bin.1.orig",4496486,0.518562,1.608867,2.837915,1.624448,1.647448,0,0.063974,0.217574,0.872794,0.2885855,4.891767,2.130673,1.628273,1.628932,2.56991125,1.150336,1.034918,1.621055,1.849119,1.413857
"358","16","shrubAmbDry1_bin.10.orig",4121597,0.088868,0.073608,0.006966,0,0.0423605,0.22719,0.0506005,0.028023,0.4564465,0.190565,5.885826,0.906272,0.0277515,0.025196,1.711261375,3.523579,0.92592,0.160082,0.206124,1.20392625
"359","20","shrubAmbDry1_bin.11.orig",2928057,0.078945,0.089389,0.281562,0.285754,0.1839125,0,0,0.016004,0.059072,0.018769,5.190334,2.283433,2.204061,2.235632,2.978365,1.281439,1.152708,0.708432,0.772006,0.97864625
"360","41","shrubAmbDry1_bin.12.orig",1931306,0.413816,0.272734,0.579512,1.279317,0.63634475,0.07428,0.223166,0.252837,0.988643,0.3847315,17.589709,4.729966,6.782518,7.999204,9.27534925,4.0317115,4.777582,1.7376155,2.786294,3.33330075
"361","42","shrubAmbDry1_bin.15.orig",9467569,0.105716,0.031717,0.148876,0.247917,0.1335565,0,0,0.020276,0.178519,0.04969875,23.905476,1.804184,2.782597,4.824771,8.329257,2.596131,3.389153,0.481,1.137175,1.90086475
"362","30","shrubAmbDry1_bin.16.orig",5261414,0.817983,2.542759,1.006222,0.935804,1.325692,2.293531,4.738467,4.508946,1.56635,3.2768235,18.703507,3.445408,2.161499,1.008857,6.32981775,5.80698,22.904611,5.696549,2.875306,9.3208615
"363","20","shrubAmbDry1_bin.17.orig",2303867,0.259096,0.763649,0.719879,1.547276,0.822475,0,0.077001,0.115736,0.23493,0.10691675,5.364212,3.702558,2.398281,3.589436,3.76362175,1.190522,1.099062,1.637974,3.059262,1.746705
"364","1","shrubAmbDry1_bin.2.orig",6675928,0.769752,8.579471,4.098846,2.342875,3.947736,0.564737,7.37969,6.104251,4.583461,4.65803475,10.205096,22.9306305,3.631192,6.992739,10.93991438,2.227902,3.687405,6.1064385,7.600778,4.905630875
"365","30","shrubAmbDry1_bin.3.orig",4098058,0.820079,2.887032,5.622742,2.722758,3.01315275,0.755303,1.452614,2.976012,4.344522,2.38211275,15.500486,8.214323,18.201471,2.540834,11.1142785,7.04543,27.721418,13.631158,5.953206,13.587803
"366","3","shrubAmbDry1_bin.4.orig",2242227,0.499138,0.30207,0.874265,4.1584535,1.458481625,0.0549745,0.1252255,0.126979,0.976011,0.3207975,18.0613135,3.4772835,5.148415,9.0838435,8.942713875,4.929591,3.421849,1.9164815,4.136685,3.601151625
"367","43","shrubAmbDry1_bin.5.orig",3944147,0.468596,0.0826365,0.013272,0,0.141126125,0.106484,0,0,0,0.026621,4.121335,0.865485,0.439833,0.190103,1.404189,6.505154,1.500675,1.115797,0.266337,2.34699075
"368","12","shrubAmbDry1_bin.6.orig",4470855,0.366089,0.465308,0.45378,0.749277,0.5086135,0.023432,0.0325,0.07245,0.287985,0.10409175,10.285233,6.023956,3.700793,2.685518,5.673875,1.783408,2.745063,1.974457,3.475844,2.494693
"369","36","shrubAmbDry1_bin.7.orig",3410089,1.818786,1.753949,5.124614,9.444965,4.5355785,0.17142,0.28007,0.720434,7.392815,2.14118475,21.776749,5.659086,5.959141,6.264857,9.91495825,8.3180345,7.480647,4.643625,6.510642,6.738237125
"370","41","shrubAmbDry1_bin.8.orig",1821341,0.218945,0.553551,0.778537,1.155823,0.676714,0.070093,0.311888,0.539802,1.038611,0.4900985,13.15068,4.289764,3.233736,8.640291,7.32861775,3.4652985,2.225798,1.539203,2.509159,2.434864625
"371","6","shrubAmbDry1_bin.9.strict",3329598,0.153982,0.039275,0.038949,0,0.0580515,0.083711,0,0,0.022048,0.02643975,8.649565,3.080484,0.222316,0.047962,3.00008175,2.228782,0.911116,0.414134,0.172628,0.931665
"372","41","shrubAmbDry2_bin.1.orig",2464871,0.179518,0.4243025,0.774409,0.5191,0.474332375,0.063784,0.260354,0.334283,0.582604,0.31025625,0.933627,2.255626,6.852124,2.391727,3.108276,4.007138,1.2456525,5.031326,5.505716,3.947458125
"373","20","shrubAmbDry2_bin.10.orig",3027608,0.160573,0.186254,0.5668755,0.463031,0.344183375,0,0,0,0.05128,0.01282,2.432373,2.468908,3.304528,2.480071,2.67147,0.85894,0.871121,0.541495,0.861383,0.78323475
"374","19","shrubAmbDry2_bin.11.orig",2631617,0.433129,0.320711,0.980382,2.682233,1.10411375,0.066642,0.105484,0.170052,0.5626685,0.226211625,11.177466,6.2612405,14.018314,17.2172725,12.16857325,3.490452,3.990485,2.716753,4.059687,3.56434425
"375","21","shrubAmbDry2_bin.12.strict",4476170,0.939142,1.538776,1.671254,4.817316,2.241622,0,0.03332,0.052032,0.470391,0.13893575,1.607118,1.256347,3.573259,4.076621,2.62833625,1.292164,0.19069,0.989335,3.474486,1.48666875
"376","15","shrubAmbDry2_bin.13.orig",2323310,0,0.202795,0.436099,0.86073,0.374906,0,0,0.08862,0.241184,0.082451,0.673047,3.724205,5.714139,2.412816,3.13105175,0.361457,0.170381,1.491995,1.85458,0.96960325
"377","41","shrubAmbDry2_bin.14.orig",3145769,0,0,0.00669,0.031508,0.0095495,0,0,0,0,0,1.585525,2.30051,2.534456,3.5027605,2.480812875,0.629566,0.308141,0.276016,0.732311,0.4865085
"378","3","shrubAmbDry2_bin.15.orig",2272784,0.145869,0.436893,1.234321,1.40786,0.80623575,0,0.135169,0.248896,0.521128,0.22629825,7.171762,14.518265,15.991101,17.063997,13.68628125,3.424947,1.768381,5.954703,8.567042,4.92876825
"379","13","shrubAmbDry2_bin.16.orig",1414018,0.044831,0.296927,1.184626,3.882613,1.35224925,0,0.048214,0.05801,1.045473,0.28792425,0.674326,1.054061,2.031711,1.064323,1.20610525,2.273374,0.7190055,1.356259,1.715905,1.516135875
"380","17","shrubAmbDry2_bin.17.orig",2111170,0.464958,1.608033,1.744432,1.26885,1.27156825,0.046083,0.234771,0.277995,0.692459,0.312827,2.826031,2.830685,3.512167,2.05659,2.80636825,1.301782,1.357519,1.663396,3.047133,1.8424575
"381","11","shrubAmbDry2_bin.2.orig",1877757,1.699904,4.130865,7.183662,7.717455,5.1829715,0.440554,1.169487,4.65942,7.775696,3.51128925,4.158303,5.170686,15.092306,9.209177,8.407618,3.512239,3.932632,11.418594,13.371987,8.058863
"382","24","shrubAmbDry2_bin.3.orig",5606907,0.270762,0.135453,0.335277,0.717881,0.36484325,0.0419195,0.099981,0.114033,0.453899,0.177458125,9.683263,3.127456,8.67554,8.628117,7.528594,3.168865,2.457064,1.004537,1.606017,2.05912075
"383","9","shrubAmbDry2_bin.4.orig",4588569,0.493641,1.372908,2.852634,1.579361,1.574636,0,0.055423,0.192453,0.814193,0.26551725,1.849403,2.283321,2.674858,1.732027,2.13490225,1.053907,1.048709,1.847917,1.923105,1.4684095
"384","30","shrubAmbDry2_bin.5.orig",3572129,0.233823,0.844316,0.800744,1.635277,0.87854,0,0.04987,0.100223,0.232716,0.09570225,3.095106,4.080176,3.658842,3.913349,3.68686825,1.216239,1.074184,1.813246,3.333177,1.8592115
"385","42","shrubAmbDry2_bin.6.orig",9296440,0.032491,6e-06,0.066536,0.064465,0.0408745,0,0,0,0.053416,0.013354,14.324192,1.517932,3.774353,3.61736,5.80845925,1.545571,2.469105,0.282126,0.733369,1.25754275
"386","26","shrubAmbDry2_bin.7.orig",2378533,0.392851,1.237835,1.443257,2.997867,1.5179525,0.278323,0.540868,1.501008,2.67109,1.24782225,1.190034,1.583736,8.130923,3.205977,3.5276675,1.780749,0.840278,6.412334,10.548297,4.8954145
"387","8","shrubAmbDry2_bin.8.orig",2540149,0,0.115896,0.383127,0.485269,0.246073,0,0,0,0.046324,0.011581,0.526855,1.544857,3.167421,1.538058,1.69429775,0.2394045,0.125632,0.837363,1.431645,0.658511125
"388","14","shrubAmbDry2_bin.9.orig",4723217,0.101792,0.206671,0.746221,0.249014,0.3259245,0.148408,0.077745,0.059558,0.213314,0.12475625,9.018042,8.978946,9.553795,1.907995,7.3646945,9.559354,6.681686,4.411133,2.478891,5.782766
"389","15","shrubAmbWet1_bin.1.strict",1623204,0,0,0,0,0,0,0,0,0,0,1.017463,4.988056,0.224503,0.2704685,1.625122625,0,0,0,0,0
"390","9","shrubAmbWet1_bin.10.orig",4938320,0.421366,1.289573,2.721484,1.518317,1.487685,0,0.070616,0.219276,0.770936,0.265207,2.07061,4.04743,1.963985,1.846725,2.4821875,1.266114,1.300783,1.786544,1.95208,1.57638025
"391","33","shrubAmbWet1_bin.11.orig",3832488,0.369657,2.525361,1.218049,1.405675,1.3796855,0.175752,0.981763,1.191167,1.2904285,0.909777625,3.489309,13.076126,1.93033,2.583814,5.26989475,1.890411,2.11296,3.026108,4.90588,2.98383975
"392","8","shrubAmbWet1_bin.12.strict",3823721,0,0,0,1e-05,2.5e-06,0,0,0,0,0,0.273691,4.076266,1.013609,4.22887,2.398109,0.244572,0.112115,0.306135,0.783071,0.36147325
"393","19","shrubAmbWet1_bin.13.orig",2219853,0.312858,0.240401,0.759016,2.172883,0.8712895,0.0545325,0.116215,0.180135,0.521599,0.218120375,52.788652,36.689784,18.103581,20.533985,32.0290005,5.847792,11.138659,4.141844,7.301673,7.107492
"394","20","shrubAmbWet1_bin.14.orig",2512859,0.17341,0.649481,0.63768,1.411632,0.71805075,0,0,0.039773,0.152488,0.04806525,2.611965,4.557805,2.222496,3.317011,3.17731925,0.963649,0.895436,1.546572,2.960439,1.591524
"395","11","shrubAmbWet1_bin.15.orig",2571813,1.691188,1.069889,1.44074,1.200972,1.35069725,0.300984,0.298554,0.406427,0.81028,0.45406125,17.63253,12.861116,11.816141,14.153841,14.115907,3.47293,6.106749,4.605366,10.927771,6.278204
"396","41","shrubAmbWet1_bin.16.orig",3600546,0.24483,0.348296,0.606206,1.24425,0.6108955,0.06041,0.196977,0.287369,0.59975,0.2861265,10.446435,10.721586,4.151625,8.87335,8.548249,2.542239,1.927252,1.708585,3.096071,2.31853675
